# cohort	faculty	department	program	course	category	source	pdf_page	course_code	credits
2024	人文社会科学部	人間文化学科	*	AdvancedReading	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	AdvancedSpeaking	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	AdvancedWriting	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	EarlyModernJapanesePalaeography:KuzushijiandTranscription	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	EarlyModernJapanesePalaeography:KuzushijiandTranscription	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	EnvironmentandEnvironmentalDisasterinJapaneseHistory	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	IntroductiontoReligionsinJapan	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	IntroductiontoReligionsinJapan	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	IntroductiontotheHistoryofJapan'sInternationalRelations	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	JapaneseFilmHistory	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	TheHistoryofJapanesePhilosophy	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	アジア史特講	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	アメリカ文学史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	アメリカ文学特講I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	アメリカ文学特講II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	イギリス文学史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	イギリス文学特講I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	イギリス文学特講II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	カウンセリング心理学論(心理学的支援法)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	プレゼン・スタディ	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	メジャー基礎ゼミナール	メジャー基礎ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールI	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールI	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	53		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールII	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	53		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールII	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	54		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールIII	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	54		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールIII	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	55		
2024	人文社会科学部	人間文化学科	*	メジャー専門ゼミナールIV	メジャー専門ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	55		
2024	人文社会科学部	人間文化学科	*	メディア文化入門	学部基礎科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	ユーラシア世界と日本の歴史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史ドイツ語史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史ドイツ語史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史特講	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習V	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ史英語史料講読演習VI	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ政治史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ社会史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	ヨーロッパ社会史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	世界史概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	中国思想史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国思想史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国思想史入門	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	中国思想史概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	中国思想史講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	中国思想史講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	中国思想史講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	中国思想史講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国文学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国文学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国文学史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	中国文学概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	中国文学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	中国文学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	中国文学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	中国文学講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	中国考古学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	中国考古学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	人体の構造と機能及び疾病	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	入門人間科学	学部基礎科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	入門法律学	学部基礎科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	公認心理師の職責	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	卒業研究	卒業研究	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	64		
2024	人文社会科学部	人間文化学科	*	南アジア史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	南アジア史史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	南アジア史史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	南アジア史史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	南アジア史史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	博物館学I(教育と理念)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	博物館学II(経営論)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	博物館学III(資料論)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	博物館学IV(展示論)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	司法・犯罪心理学	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	哲学概論I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	哲学概論II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	国語史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	国語史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	国語学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	国語学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	国語学概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	国語学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	国語学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	国語学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	国語学講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	国際・地域共創入門	学部基礎科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	地域の文化と市民	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	地誌学特論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	学科基礎ゼミナール	学科基礎ゼミナール	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	学習・言語心理学	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	実践哲学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	実践哲学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	59		
2024	人文社会科学部	人間文化学科	*	実践哲学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	実践哲学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	実践哲学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	実践哲学講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	心理学基礎論I(心理学概論)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理学基礎論II(臨床心理学概論)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理実習I	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	心理実習II	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	心理実習III	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	心理査定論(心理的アセスメント)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理演習	outside	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	63		
2024	人文社会科学部	人間文化学科	*	心理統計I(心理学統計法)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理統計II(心理学統計法)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理臨床論I(健康・医療心理学)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理臨床論II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理臨床論演習I(福祉心理学)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	心理臨床論演習II(教育・学校心理学)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	情報メディアと博物館	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	感情心理論I(感情・人格心理学)	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	感情心理論II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	文化人類学基礎論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	文化財保存と博物館	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	文化遺産実践演習	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	文芸・思想入門	学部基礎科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	52		
2024	人文社会科学部	人間文化学科	*	日本古代中世史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本古代中世史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本古代中世史史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本古代中世史史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本古代中世史史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本古代中世史史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本古典文学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本古典文学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本古典文学史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本古典文学概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本古典文学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本古典文学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本古典文学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本古典文学講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本史概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本思想史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本思想史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本思想史入門	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本思想史概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本思想史講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本思想史講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本思想史講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本思想史講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本経済史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本経済史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本考古学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本考古学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近世史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近世史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本近世史史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近世史史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近世史史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本近世史史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本近代文学I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本近代文学II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本近代文学史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本近代文学概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本近代文学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	日本近代文学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本近代文学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	日本近代文学講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	58		
2024	人文社会科学部	人間文化学科	*	日本近現代史I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近現代史II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本近現代史史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近現代史史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	日本近現代史史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	日本近現代史史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	書道I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	書道II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	東アジア史	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	東アジア史史料講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	東アジア史史料講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	東アジア史史料講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	東アジア史史料講読演習IV	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	楽しい博物館―MUSEUM入門―	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	歴史地理学	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	歴史文化遺産実習	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	比較文化論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較文化論演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較文化論演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較文明論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較文明論演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較文明論演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	比較法I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	61		
2024	人文社会科学部	人間文化学科	*	比較法概論	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	民俗学	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	60		
2024	人文社会科学部	人間文化学科	*	民俗学	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	62		
2024	人文社会科学部	人間文化学科	*	理論哲学講読演習I	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	56		
2024	人文社会科学部	人間文化学科	*	理論哲学講読演習II	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
2024	人文社会科学部	人間文化学科	*	理論哲学講読演習III	学科専門科目	https://www.hum.ibaraki.ac.jp/pdf/lessonplan.pdf	57		
